gene_id,gene_name,GSM4143959_HUtSMC-AP-1-KO-Rep-1,GSM4143960_HUtSMC-AP-1-KO-Rep-2,GSM4143961_HUtSMC-AP-1-KO-Rep-3,GSM4143962_HUtSMC-Negative-Ctrl-Rep-1,GSM4143963_HUtSMC-Negative-Ctrl-Rep-2,GSM4143964_HUtSMC-Negative-Ctrl-Rep-3
ENSG00000067715,SYT1,233,258,283,167,105,114
ENSG00000257191,ENSG00000257191,0,0,0,0,0,0
ENSG00000257894,ENSG00000257894,0,2,0,5,0,0
ENSG00000221788,MIR1252,0,0,0,0,0,0
ENSG00000257604,ENSG00000257604,0,0,0,0,0,0
ENSG00000257474,ENSG00000257474,0,0,0,0,0,0
ENSG00000257956,NOP56P3,0,0,0,0,0,0
ENSG00000177425,PAWR,1040,1550,964,622,903,899
ENSG00000258048,PPP1R12A-AS2,0,3,0,1,0,1
ENSG00000058272,PPP1R12A,3261,3293,2551,3021,3055,2991
ENSG00000277130,ENSG00000277130,3,2,0,1,1,0
ENSG00000258044,ENSG00000258044,0,0,0,0,0,0
ENSG00000201942,RNA5SP363,0,0,0,0,0,0
ENSG00000257557,PPP1R12A-AS1,18,16,19,32,11,15
ENSG00000271496,SNRPGP20,0,0,0,0,0,0
ENSG00000239473,RPL7P38,0,2,0,0,0,1
ENSG00000238842,RNU7-106P,0,0,0,0,0,0
ENSG00000230291,ENSG00000230291,17,8,9,14,8,7
ENSG00000165899,OTOGL,2,6,2,7,8,5
ENSG00000222880,RN7SKP261,0,0,0,0,0,0
ENSG00000139304,PTPRQ,63,28,29,49,21,24
ENSG00000257786,AKIRIN1P1,0,0,0,0,0,0
ENSG00000257429,ENSG00000257429,0,0,0,0,0,1
ENSG00000111046,MYF6,0,0,0,0,0,0
ENSG00000111049,MYF5,0,0,0,0,0,0
ENSG00000257741,LINC01490,0,0,0,0,0,0
ENSG00000111052,LIN7A,166,82,133,365,155,167
ENSG00000207763,MIR617,0,0,0,0,0,0
ENSG00000258215,ENSG00000258215,0,0,0,0,0,0
ENSG00000208022,MIR618,0,0,0,0,0,0
ENSG00000111058,ACSS3,215,215,236,551,368,326
ENSG00000258026,ENSG00000258026,0,0,0,0,0,0
ENSG00000265227,MIR4699,0,0,0,0,0,0
ENSG00000139220,PPFIA2,7,8,12,11,2,5
ENSG00000257467,PPFIA2-AS1,0,0,0,0,0,0
ENSG00000258162,ENSG00000258162,0,0,0,0,0,0
ENSG00000258375,ENSG00000258375,0,0,0,0,0,0
ENSG00000257609,ENSG00000257609,0,0,0,0,0,0
ENSG00000257747,LINC02426,0,0,0,0,0,0
ENSG00000258193,ENSG00000258193,0,0,0,0,0,0
ENSG00000133773,CCDC59,627,605,511,515,597,517
ENSG00000127720,METTL25,84,78,66,62,104,121
ENSG00000257875,ENSG00000257875,0,0,0,1,0,0
ENSG00000257837,ENSG00000257837,0,0,0,0,0,0
ENSG00000257431,ENSG00000257431,0,0,0,0,0,0
ENSG00000179104,TMTC2,21,25,18,31,12,20
ENSG00000252220,RNU6-977P,0,0,0,0,0,0
ENSG00000213270,RPL6P25,0,1,0,0,0,1
ENSG00000258338,ENSG00000258338,0,0,0,0,0,0
ENSG00000257124,ENSG00000257124,0,0,0,0,0,0
ENSG00000221148,ENSG00000221148,0,0,0,0,0,0
ENSG00000257729,ENSG00000257729,0,0,0,0,0,0
ENSG00000258358,ENSG00000258358,0,0,0,0,0,0
ENSG00000257296,ENSG00000257296,1,0,0,0,0,0
ENSG00000072041,SLC6A15,32,18,21,65,34,50
ENSG00000258073,ENSG00000258073,0,0,0,0,0,0
ENSG00000231738,TSPAN19,1,0,1,4,0,0
ENSG00000133640,LRRIQ1,5,1,2,8,5,10
ENSG00000180318,ALX1,17,9,5,26,8,7
ENSG00000258815,LINC02820,0,0,0,2,0,0
ENSG00000257855,ENSG00000257855,0,0,0,0,0,0
ENSG00000258206,ENSG00000258206,0,0,0,0,0,0
ENSG00000198774,RASSF9,64,47,68,66,32,39
ENSG00000133636,NTS,1,0,1,0,0,2
ENSG00000182050,MGAT4C,0,0,0,0,0,0
ENSG00000258178,ENSG00000258178,0,0,0,0,0,0
ENSG00000257897,ENSG00000257897,0,0,0,0,0,0
ENSG00000258185,ENSG00000258185,0,0,0,0,0,0
ENSG00000280049,ENSG00000280049,0,0,0,0,0,0
ENSG00000242850,RPL23AP68,0,0,0,0,0,0
ENSG00000258205,ENSG00000258205,0,0,0,0,0,0
ENSG00000257648,CYCSP30,0,0,0,0,0,0
ENSG00000258173,ENSG00000258173,0,0,0,0,0,0
ENSG00000258128,MKRN9P,0,2,1,0,0,1
ENSG00000257912,LINC02258,0,0,0,0,0,0
ENSG00000257940,ENSG00000257940,0,0,0,0,0,0
ENSG00000258179,ENSG00000258179,0,1,0,0,0,0
ENSG00000240721,RPS4XP15,0,0,0,0,0,0
ENSG00000165805,C12orf50,0,0,1,0,0,0
ENSG00000133641,RLIG1,561,575,430,370,471,467
ENSG00000198707,CEP290,759,649,591,927,764,791
ENSG00000252747,RNA5SP364,0,0,0,0,0,0
ENSG00000257752,ENSG00000257752,1,0,0,1,0,0
ENSG00000139324,TMTC3,1479,1501,1279,1512,1757,1771
ENSG00000199245,Y_RNA,0,0,0,0,0,0
ENSG00000049130,KITLG,1832,1474,1457,3256,2342,2254
ENSG00000281333,ENSG00000281333,1,2,0,3,0,2
ENSG00000252850,RNU1-117P,0,0,0,0,0,0
ENSG00000246363,LINC02458,0,1,2,1,3,3
ENSG00000257629,ENSG00000257629,0,0,0,0,0,0
ENSG00000238302,RNU7-120P,0,0,0,0,0,0
ENSG00000257820,MRPS6P4,0,0,0,0,0,0
ENSG00000139318,DUSP6,1538,1964,1439,1507,2054,1793
ENSG00000274021,ENSG00000274021,3,3,5,8,10,9
ENSG00000271327,ENSG00000271327,2,2,2,2,2,3
ENSG00000139323,POC1B,411,449,406,356,377,351
ENSG00000226982,CENPCP1,2,1,2,3,3,0
ENSG00000257594,GALNT4,9,9,4,7,7,17
ENSG00000259075,POC1B-GALNT4,0,0,1,0,0,0
ENSG00000270344,POC1B-AS1,4,12,10,8,9,6
ENSG00000279939,ENSG00000279939,0,0,0,0,0,0
ENSG00000070961,ATP2B1,6190,5761,6436,5541,7082,7439
ENSG00000271614,ATP2B1-AS1,74,74,74,115,103,86
ENSG00000252207,RNA5SP365,0,0,0,0,0,0
ENSG00000257480,MRPL2P1,0,0,0,0,0,0
ENSG00000252823,RNU6-148P,0,0,0,0,0,0
ENSG00000258290,BRWD1P2,0,0,0,0,0,0
ENSG00000258183,LINC02392,1,0,0,2,1,1
ENSG00000257995,ENSG00000257995,0,0,0,0,0,0
ENSG00000257787,ENSG00000257787,0,0,0,0,0,0
ENSG00000197651,CCER1,0,0,0,0,0,0
ENSG00000196243,LINC00615,0,0,0,0,1,1
ENSG00000083782,EPYC,0,3,2,2,3,3
ENSG00000139330,KERA,0,0,0,0,0,0
ENSG00000139329,LUM,4102,8212,8263,11568,6578,6010
ENSG00000011465,DCN,5301,9738,10613,19055,15674,14076
ENSG00000258148,ENSG00000258148,0,0,0,0,0,0
ENSG00000258100,LINC02823,0,0,0,0,0,0
ENSG00000274647,ENSG00000274647,0,0,0,0,0,0
ENSG00000277738,ENSG00000277738,0,0,0,0,0,0
ENSG00000258125,ENSG00000258125,0,0,0,0,0,0
ENSG00000258224,ENSG00000258224,0,0,0,0,0,0
ENSG00000257893,LINC02404,0,0,0,0,0,0
ENSG00000257863,ENSG00000257863,0,0,0,0,0,0
ENSG00000257242,LINC01619,13,9,3,5,11,3
ENSG00000133639,BTG1,2374,2908,2628,2848,2502,2432
ENSG00000245904,BTG1-DT,4,12,4,5,7,11
ENSG00000239201,RPL21P106,0,0,0,0,0,0
ENSG00000199895,Y_RNA,0,0,0,0,0,0
ENSG00000277851,LINC02391,1,1,0,0,1,1
ENSG00000205057,CLLU1-AS1,0,0,0,0,0,0
ENSG00000257127,CLLU1,0,0,0,0,0,0
ENSG00000266923,ENSG00000266923,0,0,0,0,0,0
ENSG00000205056,LINC02397,0,0,0,0,0,0
ENSG00000258262,MTCH2P2,0,0,0,0,0,0
ENSG00000187510,PLEKHG7,0,0,2,0,1,1
ENSG00000102189,EEA1,1400,1296,1290,1962,1626,1509
ENSG00000258012,ENSG00000258012,2,1,1,0,0,0
ENSG00000257195,HNRNPA1P50,2,0,0,3,2,2
ENSG00000202534,RNU6-1329P,0,0,0,0,0,0
ENSG00000257345,LINC02413,0,0,0,0,0,0
ENSG00000207365,Y_RNA,0,0,0,0,0,0
ENSG00000270506,DPPA3P5,0,0,0,0,0,0
ENSG00000256393,RPL41P5,10,8,7,11,6,12
ENSG00000257746,ENSG00000257746,0,0,0,0,0,0
ENSG00000257210,NACAP8,0,0,0,0,0,1
ENSG00000258171,LINC02412,0,0,0,0,0,0
ENSG00000201502,ENSG00000201502,0,0,0,0,0,0
ENSG00000257512,ENSG00000257512,0,0,0,0,0,0
ENSG00000257252,ENSG00000257252,7,6,2,4,5,2
ENSG00000173598,NUDT4,1047,1107,1022,1281,1189,1190
ENSG00000177889,UBE2N,2774,2677,2336,2181,2204,2219
ENSG00000200011,Y_RNA,0,0,0,0,0,0
ENSG00000198015,MRPL42,1619,1439,1201,1450,1319,1353
ENSG00000243015,RN7SL737P,0,0,0,0,0,0
ENSG00000258271,ENSG00000258271,0,0,0,0,0,0
ENSG00000246985,SOCS2-AS1,23,19,15,46,93,78
ENSG00000120833,SOCS2,427,234,243,670,1022,932
ENSG00000186076,ENSG00000186076,6,5,4,5,4,4
ENSG00000169372,CRADD,265,213,155,193,370,354
ENSG00000258274,CRADD-AS1,0,2,0,2,2,1
ENSG00000264978,RN7SL630P,0,0,0,0,0,1
ENSG00000258303,ENSG00000258303,0,1,0,0,4,4
ENSG00000257283,ENSG00000257283,0,0,0,0,0,0
ENSG00000271382,ENSG00000271382,0,0,2,0,0,2
ENSG00000223126,RN7SKP263,0,0,0,0,0,0
ENSG00000257360,ENSG00000257360,0,0,0,0,0,0
ENSG00000136040,PLXNC1,13,16,20,36,20,22
ENSG00000258035,ENSG00000258035,0,0,0,0,0,0
ENSG00000258172,ENSG00000258172,0,0,0,0,0,0
ENSG00000258365,ENSG00000258365,0,1,2,0,1,0
ENSG00000173588,CEP83,268,185,203,186,149,176
ENSG00000244391,RN7SL330P,0,0,0,0,0,0
ENSG00000213250,RBMS2P1,25,37,24,23,13,29
ENSG00000278916,CEP83-DT,5,3,8,1,6,1
ENSG00000257400,LNCHR1,0,0,0,0,0,0
ENSG00000244091,RN7SL483P,0,0,0,0,0,0
ENSG00000258357,NSA2P2,1,0,1,1,0,1
ENSG00000236349,SUCLG2P2,9,12,7,14,14,8
ENSG00000266099,MIR5700,0,0,0,0,0,0
ENSG00000057704,TMCC3,33,41,38,37,10,20
ENSG00000283818,MIR7844,0,0,0,0,0,0
ENSG00000257847,LSM3P2,0,1,0,0,1,0
ENSG00000216306,KRT19P2,1,0,0,0,0,0
ENSG00000283998,MIR492,0,0,0,0,0,0
ENSG00000184752,NDUFA12,1471,1436,1340,1466,1438,1280
ENSG00000120798,NR2C1,328,302,278,397,341,357
ENSG00000180263,FGD6,267,350,337,426,254,280
ENSG00000257121,ENSG00000257121,0,0,0,0,0,0
ENSG00000237774,ENSG00000237774,1,0,1,1,1,1
ENSG00000028203,VEZT,1810,1791,1882,2422,1794,1745
ENSG00000202470,Y_RNA,0,0,0,0,0,0
ENSG00000257666,CBX3P5,0,0,0,0,1,0
ENSG00000212535,RNU6-808P,0,0,0,0,0,0
ENSG00000199172,MIR331,0,1,0,2,0,3
ENSG00000265917,MIR3685,1,0,1,2,1,1
ENSG00000257943,ENSG00000257943,0,0,0,0,0,0
ENSG00000258313,ENSG00000258313,0,0,0,0,0,0
ENSG00000222544,RNU6-735P,0,0,0,0,0,0
ENSG00000241556,RPL29P26,2,3,5,5,5,5
ENSG00000111142,METAP2,3807,3329,2796,3376,3591,3316
ENSG00000136014,USP44,12,10,8,26,9,9
ENSG00000257150,PGAM1P5,2,1,0,1,0,1
ENSG00000212448,Y_RNA,0,0,0,0,0,0
ENSG00000074527,NTN4,6511,11037,7280,3784,5941,5901
ENSG00000199506,RNU6-247P,0,0,0,0,0,0
ENSG00000258343,SNRPF-DT,1,2,2,1,3,1
ENSG00000258292,LINC02410,1,0,0,0,0,0
ENSG00000139343,SNRPF,1109,861,789,896,685,622
ENSG00000165972,CCDC38,1,0,2,0,2,1
ENSG00000139344,AMDHD1,2,1,2,0,0,1
ENSG00000084110,HAL,0,1,2,0,2,0
ENSG00000257878,ENSG00000257878,0,0,1,0,0,0
ENSG00000111144,LTA4H,1602,1613,1528,2041,1952,1824
ENSG00000258251,YPEL5P3,0,0,0,0,0,0
ENSG00000277062,RN7SL88P,0,0,0,0,0,0
ENSG00000283422,LINC02452,0,0,0,1,0,0
ENSG00000111145,ELK3,3053,2736,2308,2908,3156,3226
ENSG00000258177,ENSG00000258177,1,0,1,1,0,1
ENSG00000059758,CDK17,1432,1445,1374,1363,1481,1457
ENSG00000201435,RNU4-24P,0,0,0,0,0,0
ENSG00000257169,ENSG00000257169,0,0,0,0,0,0
ENSG00000258272,ENSG00000258272,0,0,0,0,0,0
ENSG00000252827,RN7SKP11,0,0,0,1,0,0
ENSG00000188596,CFAP54,36,27,29,54,61,45
ENSG00000258846,EEF1A1P33,0,2,0,1,1,2
ENSG00000139350,NEDD1,867,862,840,697,691,710
ENSG00000202368,Y_RNA,0,0,0,0,0,0
ENSG00000257470,ENSG00000257470,0,0,0,0,0,0
ENSG00000279190,ENSG00000279190,0,0,0,0,0,0
ENSG00000257920,LINC02409,0,0,0,0,0,0
ENSG00000255794,RMST,0,0,0,0,0,0
ENSG00000221479,MIR1251,0,0,0,0,0,0
ENSG00000273942,ENSG00000273942,0,0,0,0,0,0
ENSG00000274230,ENSG00000274230,0,0,0,0,0,0
ENSG00000275231,ENSG00000275231,0,0,0,0,0,0
ENSG00000273570,ENSG00000273570,0,0,0,0,0,0
ENSG00000275971,ENSG00000275971,0,0,0,0,0,0
ENSG00000274819,ENSG00000274819,0,0,0,0,0,0
ENSG00000251844,ENSG00000251844,0,0,0,0,0,0
ENSG00000278802,ENSG00000278802,0,0,0,0,0,0
ENSG00000276398,ENSG00000276398,0,0,0,0,0,0
ENSG00000279798,ENSG00000279798,0,0,0,0,0,0
ENSG00000207586,MIR135A2,0,0,0,0,0,0
ENSG00000277081,ENSG00000277081,0,0,0,0,0,0
ENSG00000257157,ENSG00000257157,0,0,0,0,0,0
ENSG00000257501,PAFAH1B2P2,0,0,0,0,0,0
ENSG00000206899,RNU6-36P,2,2,3,1,0,1
ENSG00000265861,MIR4495,0,0,0,0,0,0
ENSG00000263890,MIR4303,0,0,0,0,0,0
ENSG00000258312,ENSG00000258312,0,0,0,0,0,0
ENSG00000257580,ENSG00000257580,0,0,0,0,0,0
ENSG00000201296,RNU4-41P,0,0,0,0,0,0
ENSG00000227825,SLC9A7P1,10,32,18,9,8,7
ENSG00000245017,LINC02453,2,0,0,1,0,0
ENSG00000257167,TMPO-AS1,92,85,67,65,28,46
ENSG00000120802,TMPO,3171,2531,2362,2145,1240,1419
ENSG00000225185,PPIAP8,0,0,2,0,1,1
ENSG00000075415,SLC25A3,10934,10577,10351,11991,10497,9525
ENSG00000212443,SNORA53,3,4,2,3,1,1
ENSG00000166130,IKBIP,3754,4731,3695,2908,4954,4463
ENSG00000120868,APAF1,707,713,619,742,631,639
ENSG00000185046,ANKS1B,0,2,2,3,1,2
ENSG00000258204,ENSG00000258204,0,0,0,1,0,1
ENSG00000257458,ENSG00000257458,0,0,0,0,0,0
ENSG00000202324,RNA5SP366,0,0,0,0,0,0
ENSG00000258039,ENSG00000258039,0,0,0,0,0,0
ENSG00000180219,GARIN6,0,0,0,0,0,0
ENSG00000214203,RPS4XP1,3,2,2,5,6,4
ENSG00000279148,ENSG00000279148,16,20,12,25,35,23
ENSG00000111647,BLTP3B,1205,1087,944,1322,1482,1495
ENSG00000280088,ENSG00000280088,128,125,138,171,209,211
ENSG00000257696,BLTP3B-DT,0,0,0,3,0,1
ENSG00000238105,GOLGA2P5,0,3,1,5,3,10
ENSG00000266610,RN7SL176P,0,0,0,0,0,0
ENSG00000257489,ENSG00000257489,0,1,0,0,0,0
ENSG00000221476,MIR1827,0,0,0,0,0,0
ENSG00000075089,ACTR6,452,510,461,589,511,567
ENSG00000166153,DEPDC4,31,18,9,19,18,13
ENSG00000206790,Y_RNA,0,0,0,0,0,0
ENSG00000136021,SCYL2,1932,2297,1961,2211,2368,2312
ENSG00000179520,SLC17A8,0,0,0,0,0,0
ENSG00000012504,NR1H4,0,0,0,0,0,0
ENSG00000271177,ENSG00000271177,0,0,0,0,0,0
ENSG00000139354,GAS2L3,649,490,479,675,224,248
ENSG00000257803,PIGAP1,3,0,1,0,1,0
ENSG00000151572,ANO4,316,314,264,295,318,331
ENSG00000257325,ENSG00000257325,0,0,0,0,0,0
ENSG00000258007,ENSG00000258007,0,0,0,0,0,0
ENSG00000258033,SNX5P2,2,3,1,1,0,2
ENSG00000256870,SLC5A8,0,0,0,0,0,0
ENSG00000207414,RNU6-768P,0,0,0,0,0,0
ENSG00000241744,ENSG00000241744,0,0,0,0,0,0
ENSG00000120800,UTP20,821,639,561,531,696,767
ENSG00000120805,ARL1,2913,2935,2603,3457,4087,3913
ENSG00000257543,ENSG00000257543,0,0,0,0,0,0
ENSG00000222890,RNU6-1068P,0,0,0,0,0,0
ENSG00000239413,RPS27P23,0,0,0,0,0,0
ENSG00000206929,Y_RNA,0,0,0,0,0,0
ENSG00000202249,RNU5E-5P,0,0,0,0,0,0
ENSG00000252366,RNA5SP367,0,0,0,0,0,0
ENSG00000166211,SPIC,0,0,0,0,0,0
ENSG00000196091,MYBPC1,0,0,0,0,0,0
ENSG00000257514,ENSG00000257514,0,0,0,0,0,0
ENSG00000274560,ENSG00000274560,0,0,0,0,2,1
ENSG00000111666,CHPT1,819,768,635,665,876,805
ENSG00000199933,RNY1P16,1,0,0,0,0,1
ENSG00000139351,SYCP3,3,0,1,0,1,2
ENSG00000111670,GNPTAB,1794,1717,1442,1762,1638,1882
ENSG00000222255,RNU6-101P,0,0,0,0,0,0
ENSG00000258230,ENSG00000258230,2,1,0,0,0,0
ENSG00000201168,RNA5SP368,0,1,0,0,0,0
ENSG00000222932,RNU6-172P,0,0,0,0,0,0
ENSG00000223046,RNA5SP369,0,0,0,0,0,0
ENSG00000252863,RNU6-1183P,0,0,0,0,0,0
ENSG00000258153,HSPE1P4,0,1,1,2,2,0
ENSG00000136048,DRAM1,2715,2226,2193,3303,2909,2762
ENSG00000257202,ENSG00000257202,2,0,4,2,1,1
ENSG00000241917,ENSG00000241917,0,0,0,0,0,0
ENSG00000258308,ENSG00000258308,0,0,0,0,0,0
ENSG00000258288,NENFP2,0,0,0,0,0,0
ENSG00000120860,WASHC3,779,769,742,959,853,879
ENSG00000257222,ENSG00000257222,0,0,0,0,0,0
ENSG00000075188,NUP37,719,518,581,642,544,469
ENSG00000185480,PARPBP,379,284,266,294,157,186
ENSG00000183395,PMCH,0,0,0,0,0,1
ENSG00000281344,HELLPAR,30,28,16,19,10,11
ENSG00000264554,RN7SL793P,0,0,0,0,0,0
ENSG00000258142,ENSG00000258142,0,0,0,0,0,0
ENSG00000283052,LINC02456,0,0,0,0,0,0
ENSG00000017427,IGF1,1,1,0,0,1,1
ENSG00000257254,ENSG00000257254,0,0,0,0,0,0
ENSG00000258169,LINC00485,0,0,0,0,0,0
ENSG00000171759,PAH,0,0,0,0,0,0
ENSG00000282964,ENSG00000282964,0,0,0,0,0,0
ENSG00000139352,ASCL1,0,0,0,0,0,0
ENSG00000257703,ENSG00000257703,0,0,0,0,0,0
ENSG00000257860,C12orf42-AS1,0,0,0,0,0,0
ENSG00000179088,C12orf42,0,0,0,0,0,0
ENSG00000257415,ENSG00000257415,0,0,0,0,0,0
ENSG00000257994,ENSG00000257994,0,0,0,0,0,0
ENSG00000257762,LINC02401,0,0,0,0,0,0
ENSG00000136011,STAB2,0,0,0,0,0,0
ENSG00000212594,U8,0,0,0,0,0,0
ENSG00000257737,ENSG00000257737,0,0,0,0,0,0
ENSG00000257766,ENSG00000257766,0,0,0,0,0,0
ENSG00000257681,ENSG00000257681,7,4,1,7,0,1
ENSG00000111696,NT5DC3,484,403,298,284,332,415
ENSG00000257754,ENSG00000257754,0,0,0,0,0,0
ENSG00000257327,ENSG00000257327,0,0,1,0,1,0
ENSG00000214198,TTC41P,7,4,10,13,8,15
ENSG00000166598,HSP90B1,36032,37570,37455,38060,44011,41731
ENSG00000284503,MIR3652,0,0,0,0,0,0
ENSG00000204954,UQCC6,77,85,80,74,110,114
ENSG00000139372,TDG,496,640,482,475,657,595
ENSG00000120820,GLT8D2,1189,1079,1358,2288,1672,1587
ENSG00000216285,ENSG00000216285,2,9,4,1,5,1
ENSG00000111727,HCFC2,500,507,461,722,577,636
ENSG00000120837,NFYB,531,655,524,682,586,570
ENSG00000199415,RNA5SP370,0,0,0,0,0,0
ENSG00000257193,LINC02385,0,0,0,0,0,0
ENSG00000198431,TXNRD1,12045,12325,7860,6360,10260,10432
ENSG00000257732,ENSG00000257732,21,32,12,28,15,21
ENSG00000213442,RPL18AP3,886,804,776,994,1111,1000
ENSG00000255150,EID3,43,56,41,39,33,27
ENSG00000171310,CHST11,1363,1296,1147,1055,1493,1519
ENSG00000258111,ENSG00000258111,0,0,0,0,1,0
ENSG00000279176,ENSG00000279176,1,0,0,0,0,1
ENSG00000264295,MIR3922,0,0,0,0,0,0
ENSG00000136052,SLC41A2,169,219,198,258,308,319
ENSG00000222579,Y_RNA,0,0,0,0,0,0
ENSG00000257758,KRT18P20,1,2,0,2,0,1
ENSG00000151131,NOPCHAP1,237,207,171,163,176,178
ENSG00000136010,ALDH1L2,2077,3360,3890,4364,5060,5561
ENSG00000136051,WASHC4,1814,1838,1605,1908,2298,2195
ENSG00000136044,APPL2,1189,1264,1225,1320,1554,1529
ENSG00000235162,C12orf75,3652,3777,3560,3816,4184,3890
ENSG00000257642,C12orf75-AS1,6,8,1,6,3,2
ENSG00000257859,CASC18,1,2,0,0,0,0
ENSG00000257773,ST13P3,2,0,1,1,2,4
ENSG00000257890,ENSG00000257890,3,2,4,0,4,0
ENSG00000074590,NUAK1,1365,2954,2844,1500,2192,2239
ENSG00000257438,ENSG00000257438,0,0,1,0,0,0
ENSG00000257611,ENSG00000257611,0,1,0,1,1,0
ENSG00000136026,CKAP4,15201,17709,16024,15289,20420,18842
ENSG00000258355,ENSG00000258355,0,0,2,1,2,1
ENSG00000277715,ENSG00000277715,4,9,6,9,4,3
ENSG00000238609,RNU7-94P,0,0,0,0,0,0
ENSG00000166046,TCP11L2,73,99,132,179,130,174
ENSG00000013503,POLR3B,562,549,450,541,652,633
ENSG00000257545,ENSG00000257545,2,1,1,0,2,0
ENSG00000111783,RFX4,0,0,0,0,0,0
ENSG00000111785,RIC8B,362,322,275,374,349,322
ENSG00000257119,EEF1B2P4,0,0,0,0,0,0
ENSG00000240631,RPL30P12,0,0,0,0,0,0
ENSG00000260329,TMEM263-DT,21,19,18,26,34,27
ENSG00000151135,TMEM263,3558,4002,3584,3959,5216,5162
ENSG00000120832,MTERF2,114,88,82,133,81,70
ENSG00000008405,CRY1,656,520,431,373,429,380
ENSG00000257548,ENSG00000257548,0,0,0,0,0,0
ENSG00000257444,SETP7,0,2,0,0,0,1
ENSG00000151136,ABTB3,64,58,47,23,25,30
ENSG00000200897,ENSG00000200897,0,0,0,0,0,0
ENSG00000222302,RNA5SP371,0,0,0,0,0,0
ENSG00000257579,ENSG00000257579,0,0,0,0,0,0
ENSG00000222160,Y_RNA,0,0,0,0,0,0
ENSG00000136045,PWP1,2078,2009,1692,1514,1923,1721
ENSG00000240441,RPL17P38,1,0,0,0,0,2
ENSG00000110851,PRDM4,1019,959,891,1081,953,988
ENSG00000258136,PRDM4-AS1,1,1,0,1,0,2
ENSG00000187855,ASCL4,0,0,0,0,0,0
ENSG00000257398,ENSG00000257398,0,0,0,0,0,0
ENSG00000257951,ENSG00000257951,0,0,1,0,0,0
ENSG00000257392,ENSG00000257392,0,0,0,0,0,0
ENSG00000257426,ENSG00000257426,0,0,0,0,0,0
ENSG00000258072,ENSG00000258072,0,0,0,0,0,2
ENSG00000257129,ENSG00000257129,0,0,0,0,0,0
ENSG00000075035,WSCD2,0,0,0,0,0,0
ENSG00000257281,ENSG00000257281,0,0,0,0,0,0
ENSG00000174600,CMKLR1,39,137,60,2,5,12
ENSG00000247213,LINC01498,0,0,0,0,0,0
ENSG00000198855,FICD,393,392,331,261,478,449
ENSG00000075856,SART3,950,827,752,883,919,871
ENSG00000136003,ISCU,1554,1511,1352,2337,2287,2130
ENSG00000183160,TMEM119,75,98,324,1822,423,390
ENSG00000110876,SELPLG,140,136,90,95,158,146
ENSG00000257221,ENSG00000257221,0,0,0,0,0,0
ENSG00000284388,MIR4496,0,0,0,0,0,0
ENSG00000110880,CORO1C,15291,15128,10627,8002,10875,10664
ENSG00000238457,RNU7-169P,0,0,0,0,0,0
ENSG00000200060,Y_RNA,0,0,0,0,0,0
ENSG00000273499,ENSG00000273499,1,1,0,0,0,0
ENSG00000084112,SSH1,2420,2731,2101,2065,2526,2821
ENSG00000280110,ENSG00000280110,0,0,0,0,1,0
ENSG00000274598,ENSG00000274598,0,3,0,3,0,0
ENSG00000207622,MIR619,0,1,0,0,0,0
ENSG00000110887,DAO,0,0,0,0,0,0
ENSG00000166111,SVOP,0,0,0,0,0,0
ENSG00000201324,RNU6-361P,0,0,0,0,0,0
ENSG00000279630,ENSG00000279630,0,0,0,0,0,0
ENSG00000135093,USP30,154,161,188,335,205,220
ENSG00000256262,USP30-AS1,0,1,1,8,2,2
ENSG00000212138,RNA5SP372,0,0,1,0,0,0
ENSG00000189046,ALKBH2,148,128,96,160,141,122
ENSG00000076248,UNG,584,500,423,464,381,365
ENSG00000256139,ENSG00000256139,1,2,1,5,4,1
ENSG00000076555,ACACB,35,29,33,90,35,51
ENSG00000139445,FOXN4,0,0,0,0,0,0
ENSG00000174527,MYO1H,0,0,0,0,0,0
ENSG00000256560,LINC01486,0,0,0,0,0,0
ENSG00000255655,ENSG00000255655,3,3,0,2,2,4
ENSG00000110906,KCTD10,3524,3761,3172,3871,3895,3773
ENSG00000151148,UBE3B,1103,1142,932,1245,1255,1237
ENSG00000139428,MMAB,267,226,340,612,178,177
ENSG00000200274,RNU4-32P,0,0,0,0,0,0
ENSG00000110921,MVK,254,202,339,466,151,129
ENSG00000200794,RN7SKP250,0,0,0,0,0,0
ENSG00000139438,FAM222A,13,16,12,13,7,7
ENSG00000255650,FAM222A-AS1,0,1,0,0,0,0
ENSG00000111199,TRPV4,90,103,128,198,303,287
ENSG00000263510,MIR4497,0,0,0,0,1,0
ENSG00000139433,GLTP,2290,2324,2018,1629,1702,1697
ENSG00000256351,RBISP3,1,0,1,1,0,1
ENSG00000241413,RN7SL441P,0,1,1,0,0,1
ENSG00000249094,ENSG00000249094,1,0,0,0,0,2
ENSG00000139437,TCHP,664,566,482,561,448,448
ENSG00000139436,GIT2,1538,1547,1416,1765,1746,1709
ENSG00000277299,ENSG00000277299,1,1,1,0,1,0
ENSG00000280426,ENSG00000280426,12,3,5,6,4,6
ENSG00000076513,ANKRD13A,3207,3160,2654,2446,2989,2818
ENSG00000174456,C12orf76,106,82,87,173,134,102
ENSG00000277595,ENSG00000277595,5,4,0,3,4,5
ENSG00000279360,ENSG00000279360,0,1,0,0,0,0
ENSG00000122970,IFT81,377,348,324,648,516,543
ENSG00000174437,ATP2A2,10387,10891,8976,9746,12756,13090
ENSG00000276956,RN7SL769P,0,0,0,0,0,0
