gene_id,gene_name,PT916-MYO,PT886-LEIO,PT967-MYO,PT886-MYO,PT916-LEIO,PT1063-LEIO,PT1063-MYO,PT848-MYO,PT967-LEIO,PT848-LEIO
ENSG00000255863,,0,0,0,0,0,0,0,0,0,0
ENSG00000134287,ARF3,1015,670,1359,640,723,623,1322,1211,1005,977
ENSG00000169884,WNT10B,19,0,0,2,1,1,3,4,1,4
ENSG00000200303,RNU6-940P,0,0,0,0,0,0,0,0,0,0
ENSG00000125084,WNT1,0,0,0,0,0,0,0,0,0,0
ENSG00000181418,DDN,1,3,0,0,1,2,0,2,2,0
ENSG00000258283,ENSG00000258283,0,0,0,0,0,0,0,0,0,0
ENSG00000257913,DDN-AS1,1,1,2,3,2,0,1,4,2,3
ENSG00000181929,PRKAG1,331,393,458,224,366,364,467,381,525,409
ENSG00000167548,KMT2D,2946,2716,3839,3566,2804,2651,4218,3856,3279,3760
ENSG00000167550,RHEBL1,14,14,11,16,4,17,23,11,19,11
ENSG00000277672,ENSG00000277672,0,0,0,0,0,0,0,0,0,0
ENSG00000139549,DHH,19,10,23,10,24,9,19,25,16,13
ENSG00000257346,ENSG00000257346,0,1,0,1,2,1,2,3,0,3
ENSG00000139636,LMBR1L,410,421,596,509,433,416,512,409,438,452
ENSG00000258017,TUBA1B-AS1,24,27,14,36,16,21,41,34,32,34
ENSG00000123416,TUBA1B,2420,1797,1430,1261,1230,1048,2204,2836,3091,2708
ENSG00000200309,Y_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000167552,TUBA1A,3194,2673,2762,2252,2205,2045,3700,3832,4180,3215
ENSG00000167553,TUBA1C,355,249,408,285,181,150,274,331,439,287
ENSG00000274017,Metazoa_SRP,1,0,0,1,0,2,2,0,0,0
ENSG00000258101,ENSG00000258101,2,3,7,0,3,2,4,2,2,1
ENSG00000258232,ENSG00000258232,3,2,3,4,1,0,2,4,5,1
ENSG00000258334,TROAP-AS1,5,1,3,9,3,0,2,0,0,2
ENSG00000135406,PRPH,17,12,16,16,3,3,20,5,0,3
ENSG00000135451,TROAP,12,9,0,1,2,10,5,9,7,9
ENSG00000186897,C1QL4,0,0,0,0,1,1,0,1,1,2
ENSG00000178401,DNAJC22,5,17,6,1,28,12,3,5,16,20
ENSG00000123352,SPATS2,254,296,336,222,382,438,408,434,442,524
ENSG00000257954,ENSG00000257954,8,7,5,5,15,8,3,15,13,23
ENSG00000257464,ENSG00000257464,0,0,0,0,0,0,0,0,0,0
ENSG00000135519,KCNH3,24,21,49,64,55,30,27,17,45,35
ENSG00000187778,MCRS1,293,272,334,223,251,217,416,361,387,258
ENSG00000110844,PRPF40B,279,321,358,267,387,443,410,402,405,446
ENSG00000257964,ENSG00000257964,0,0,3,0,2,3,1,3,0,1
ENSG00000135436,FAM186B,6,1,13,3,7,11,9,10,7,13
ENSG00000199237,RNU6-834P,0,0,1,0,1,1,0,1,1,3
ENSG00000258284,POLR2KP1,0,5,0,0,2,1,1,3,3,8
ENSG00000257243,PARK7P1,2,8,8,5,11,9,4,1,3,7
ENSG00000258104,HIGD1AP9,0,0,0,0,1,0,1,0,0,1
ENSG00000161791,FMNL3,1086,1508,1634,1159,1970,1201,1910,1491,1625,1590
ENSG00000139644,TMBIM6,3099,2477,4222,1961,2142,2130,4790,3513,3590,2838
ENSG00000257570,ENSG00000257570,0,0,0,0,0,0,0,0,0,0
ENSG00000257730,LSM6P2,0,0,0,0,0,0,0,0,0,0
ENSG00000167566,NCKAP5L,436,442,439,486,505,435,596,566,602,702
ENSG00000258057,BCDIN3D-AS1,7,22,20,13,31,34,28,18,24,38
ENSG00000186666,BCDIN3D,37,44,50,34,63,38,60,69,73,56
ENSG00000257253,ENSG00000257253,0,0,0,0,0,0,0,0,0,0
ENSG00000242041,RPL35AP28,0,0,0,0,0,0,0,0,0,0
ENSG00000135472,FAIM2,230,113,61,85,83,50,59,102,272,167
ENSG00000258135,LINC02396,0,0,0,0,0,0,0,1,0,0
ENSG00000257771,LINC02395,0,0,1,0,0,1,0,5,1,0
ENSG00000167580,AQP2,2,0,1,2,2,0,0,0,1,2
ENSG00000257588,AQP5-AS1,0,1,0,0,0,2,0,1,0,0
ENSG00000257378,ENSG00000257378,0,0,0,0,0,0,0,0,0,0
ENSG00000161798,AQP5,1,5,1,0,4,9,3,3,7,19
ENSG00000086159,AQP6,1,0,1,2,1,0,1,0,3,4
ENSG00000161800,RACGAP1,77,63,66,49,63,83,80,85,89,84
ENSG00000110881,ASIC1,68,34,39,50,45,42,71,48,57,75
ENSG00000066117,SMARCD1,428,380,545,389,523,441,579,547,610,488
ENSG00000167588,GPD1,2,2,2,1,0,0,3,3,2,2
ENSG00000178449,COX14,97,79,164,58,66,62,117,135,139,105
ENSG00000272368,ENSG00000272368,7,5,13,10,9,11,21,7,11,11
ENSG00000139624,CERS5,415,366,433,217,323,319,510,438,424,423
ENSG00000050405,LIMA1,2147,1474,2044,1238,1028,785,2345,2914,1096,1135
ENSG00000257298,ENSG00000257298,108,92,146,160,73,47,200,388,63,87
ENSG00000257531,ENSG00000257531,6,16,16,17,7,7,21,50,10,5
ENSG00000257256,ENSG00000257256,0,0,1,0,0,0,0,1,0,0
ENSG00000221604,MIR1293,0,1,2,1,0,1,1,2,0,0
ENSG00000212496,RNU6-1093P,1,0,1,0,0,0,2,2,1,2
ENSG00000278842,ENSG00000278842,1,5,3,4,11,5,6,2,4,8
ENSG00000185958,FAM186A,1,0,0,0,0,0,0,0,0,0
ENSG00000244266,ENSG00000244266,0,2,1,0,1,1,4,1,0,0
ENSG00000161813,LARP4,806,733,1303,345,614,682,923,773,681,734
ENSG00000066084,DIP2B,800,603,981,529,625,616,1106,903,714,631
ENSG00000207136,RNU6-769P,2,2,1,0,5,1,2,1,2,3
ENSG00000200183,RNU6-238P,5,5,2,0,1,1,4,0,3,2
ENSG00000200428,Y_RNA,0,0,2,0,0,0,1,1,0,1
ENSG00000271018,ENSG00000271018,0,0,0,0,0,0,0,0,0,0
ENSG00000123268,ATF1,167,124,228,72,139,147,220,191,301,212
ENSG00000271490,ENSG00000271490,0,0,0,0,0,0,0,0,0,0
ENSG00000243075,RN7SL519P,0,0,0,1,0,0,0,0,1,1
ENSG00000186452,TMPRSS12,0,0,0,0,0,0,0,0,0,1
ENSG00000271621,ENSG00000271621,0,0,0,0,0,0,0,0,0,1
ENSG00000185432,TMT1A,1132,293,1636,682,505,517,1803,877,368,411
ENSG00000274156,ENSG00000274156,0,2,1,0,0,0,1,0,2,0
ENSG00000199740,Y_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000271596,ENSG00000271596,1,0,2,0,0,2,0,0,2,1
ENSG00000214511,HIGD1C,1,0,0,0,0,0,0,1,1,0
ENSG00000274797,ENSG00000274797,1,2,1,0,3,0,0,1,0,3
ENSG00000110911,SLC11A2,390,341,450,211,407,363,464,508,517,480
ENSG00000272028,RNU6-87P,1,4,2,0,1,3,2,4,1,3
ENSG00000199903,RNU6-1273P,0,0,0,0,0,0,0,0,0,0
ENSG00000050426,LETMD1,438,379,777,277,454,413,554,424,408,438
ENSG00000110925,CSRNP2,475,519,575,369,445,376,683,574,767,585
ENSG00000135457,TFCP2,425,427,552,245,408,424,599,472,484,463
ENSG00000244540,RPL35AP29,0,0,0,0,0,0,0,0,0,0
ENSG00000257246,PHB1P19,29,33,33,32,33,19,22,19,26,48
ENSG00000200953,Y_RNA,3,10,8,0,6,8,3,8,7,7
ENSG00000199824,RNU6-199P,0,0,0,0,0,0,0,0,0,0
ENSG00000184271,POU6F1,216,222,360,275,229,172,328,299,234,295
ENSG00000278126,ENSG00000278126,14,13,13,11,12,16,23,17,15,19
ENSG00000183283,DAZAP2,1205,865,2137,547,799,878,1649,1594,1835,1212
ENSG00000170545,SMAGP,48,36,42,29,22,15,76,57,25,24
ENSG00000110934,BIN2,26,17,19,20,25,24,42,72,132,28
ENSG00000139610,CELA1,0,0,0,0,0,0,0,0,0,0
ENSG00000139629,GALNT6,13,15,12,15,11,11,25,46,42,15
ENSG00000050438,SLC4A8,23,29,18,5,29,28,28,31,52,24
ENSG00000271065,SLC4A8-AS1,0,0,0,0,0,0,0,0,0,0
ENSG00000196876,SCN8A,65,99,37,13,56,41,82,168,75,47
ENSG00000257851,HNRNPA3P10,0,1,0,1,1,1,1,2,1,4
ENSG00000260122,ENSG00000260122,3,0,0,0,3,0,0,2,1,0
ENSG00000284730,TMDD1,3,2,0,1,4,0,5,5,0,6
ENSG00000260473,ENSG00000260473,0,3,0,2,3,3,4,2,4,0
ENSG00000261308,FIGNL2,24,10,17,17,23,45,61,53,33,38
ENSG00000261586,ENSG00000261586,0,0,0,0,1,2,2,5,0,4
ENSG00000259887,FIGNL2-DT,1,2,4,6,3,5,6,5,2,4
ENSG00000167612,ANKRD33,0,0,1,1,0,2,0,2,1,0
ENSG00000258021,ENSG00000258021,0,0,1,0,0,0,0,0,0,0
ENSG00000139567,ACVRL1,691,337,331,366,204,210,793,752,206,362
ENSG00000135503,ACVR1B,320,178,295,224,188,173,341,263,229,236
ENSG00000206992,RNU6-574P,2,0,5,2,3,1,3,2,3,1
ENSG00000161835,TAMALIN,1049,156,755,735,284,213,769,418,239,253
ENSG00000123358,NR4A1,4776,712,6755,6174,690,351,5518,1540,460,348
ENSG00000259884,NR4A1AS,11,3,11,37,1,2,22,5,0,1
ENSG00000123395,ATG101,112,109,173,113,98,90,174,187,218,134
ENSG00000257663,ENSG00000257663,3,5,1,9,3,0,2,1,0,2
ENSG00000257542,OR7E47P,3,0,0,1,0,0,4,7,0,0
ENSG00000272724,,2,1,0,1,0,0,2,1,0,0
ENSG00000257989,ENSG00000257989,0,0,0,0,0,0,0,0,0,0
ENSG00000258279,LINC00592,1,0,2,0,0,0,0,1,0,1
ENSG00000167767,KRT80,5,1,8,6,0,1,3,9,1,1
ENSG00000257137,LINC02874,0,0,0,0,0,0,0,0,0,0
ENSG00000257649,TMT1AP1,0,0,0,0,0,0,0,0,0,0
ENSG00000135480,KRT7,1,2,9,12,1,2,6,2,2,0
ENSG00000257671,KRT7-AS,0,0,1,0,0,0,0,1,0,0
ENSG00000170442,KRT86,0,0,0,0,0,0,0,1,2,1
ENSG00000135477,KRT87P,0,0,0,0,0,0,0,0,0,0
ENSG00000257830,ENSG00000257830,0,0,0,0,0,0,0,0,0,0
ENSG00000205426,KRT81,0,0,0,0,0,0,2,4,2,0
ENSG00000257829,ENSG00000257829,0,0,0,0,0,0,0,0,1,0
ENSG00000170523,KRT83,0,0,0,0,0,0,0,0,0,0
ENSG00000274928,KRT89P,0,0,0,0,0,0,0,0,0,0
ENSG00000135443,KRT85,4,1,1,1,1,5,0,1,126,5
ENSG00000161849,KRT84,0,1,0,0,0,0,0,0,0,0
ENSG00000258253,ENSG00000258253,0,0,0,0,0,0,0,0,0,0
ENSG00000161850,KRT82,0,0,0,0,0,0,0,0,0,0
ENSG00000257500,ENSG00000257500,0,0,0,0,0,0,0,0,0,0
ENSG00000257844,KRT90P,0,0,0,0,0,0,0,0,0,0
ENSG00000170454,KRT75,0,0,0,0,0,2,0,0,0,1
ENSG00000185479,KRT6B,0,0,0,0,0,0,0,0,0,0
ENSG00000170465,KRT6C,0,0,0,0,0,0,0,0,0,0
ENSG00000205420,KRT6A,0,0,0,0,0,0,0,0,0,0
ENSG00000186081,KRT5,1,0,1,6,0,0,2,1,1,0
ENSG00000139648,KRT71,0,0,0,0,0,1,0,1,0,0
ENSG00000170484,KRT74,0,1,0,0,0,0,0,0,0,0
ENSG00000170486,KRT72,1,0,0,0,0,0,2,0,1,0
ENSG00000257495,KRT73-AS1,1,0,0,1,0,0,0,0,0,0
ENSG00000186049,KRT73,0,0,0,0,0,0,1,1,1,1
ENSG00000258120,KRT128P,0,0,0,0,0,0,1,0,0,0
ENSG00000172867,KRT2,1,0,0,0,0,1,0,0,1,0
ENSG00000167768,KRT1,3,0,0,0,0,0,4,1,0,0
ENSG00000189182,KRT77,0,0,0,0,0,0,0,0,0,0
ENSG00000257700,ENSG00000257700,0,0,0,0,0,0,0,0,0,0
ENSG00000257402,KRT126P,0,0,0,0,0,0,0,0,0,0
ENSG00000258036,KRT125P,0,0,0,0,0,0,0,0,0,0
ENSG00000257616,ENSG00000257616,0,0,0,0,1,0,0,0,0,0
ENSG00000257343,ENSG00000257343,0,0,0,0,0,0,0,0,0,0
ENSG00000257675,BTBD10P1,0,0,0,0,1,0,0,0,0,0
ENSG00000257125,KRT127P,0,0,0,0,0,0,0,0,0,0
ENSG00000258071,ARL2BPP2,0,0,0,0,0,0,0,0,0,0
ENSG00000185069,KRT76,0,0,0,0,0,0,0,0,0,0
ENSG00000257404,ENSG00000257404,0,0,0,0,0,0,0,0,0,0
ENSG00000186442,KRT3,0,0,0,0,0,0,0,0,0,0
ENSG00000170477,KRT4,0,0,0,0,0,0,0,0,0,0
ENSG00000185640,KRT79,0,0,0,0,0,0,0,0,0,0
ENSG00000257389,ENSG00000257389,0,0,0,0,0,0,0,0,0,0
ENSG00000170423,KRT78,0,0,0,0,0,0,0,0,0,0
ENSG00000241146,RPL7P41,0,0,0,0,0,0,0,0,0,0
ENSG00000170421,KRT8,80,20,174,31,30,13,251,199,25,14
ENSG00000111057,KRT18,79,11,171,29,23,13,51,183,42,29
ENSG00000063046,EIF4B,3725,2793,7189,2281,3151,4413,6595,3842,4571,3879
ENSG00000257475,ENSG00000257475,5,4,9,7,5,5,7,9,9,16
ENSG00000257337,TNS2-AS1,153,111,266,155,75,122,209,149,102,141
ENSG00000111077,TNS2,3172,1169,3972,3281,1153,950,3173,2276,1040,1275
ENSG00000278108,MIR6757,6,2,5,4,5,2,7,5,0,5
ENSG00000167778,SPRYD3,479,455,778,481,333,307,781,465,600,468
ENSG00000167779,IGFBP6,619,88,262,273,50,34,229,412,65,55
ENSG00000167780,SOAT2,5,15,7,2,18,18,3,6,16,5
ENSG00000258074,VTI1BP3,0,0,0,0,0,0,0,0,0,0
ENSG00000238669,RNU6-333P,0,0,0,0,0,0,0,0,0,0
ENSG00000258016,HIGD1AP1,0,0,1,0,0,1,0,0,1,0
ENSG00000257790,EIF4A1P4,1,1,2,0,0,0,1,1,1,0
ENSG00000139631,CSAD,311,399,347,344,365,385,383,345,315,347
ENSG00000257808,ENSG00000257808,1,2,1,0,1,2,0,2,0,3
ENSG00000139651,ZNF740,282,334,508,264,435,404,674,493,447,509
ENSG00000139626,ITGB7,2,13,8,6,1,6,16,34,6,8
ENSG00000172819,RARG,326,335,227,199,271,288,524,452,394,385
ENSG00000283536,ENSG00000283536,0,0,0,0,0,0,2,0,0,0
ENSG00000182544,MFSD5,74,67,99,57,80,75,127,133,149,139
ENSG00000135476,ESPL1,10,16,5,10,13,13,8,24,16,28
ENSG00000123349,PFDN5,967,764,1777,451,818,994,1901,1179,1599,972
ENSG00000257605,MYG1-AS1,3,3,4,1,2,1,5,3,9,2
ENSG00000139637,MYG1,177,148,319,134,170,182,306,223,267,211
ENSG00000094914,AAAS,231,250,358,190,347,291,387,313,366,287
ENSG00000170374,SP7,0,0,2,1,1,2,2,3,4,0
ENSG00000185591,SP1,1751,1623,2472,1153,1933,1732,3287,2192,2039,1800
ENSG00000135409,AMHR2,3,0,0,1,5,0,2,4,2,0
ENSG00000205352,PRR13,121,121,234,88,113,106,201,179,203,124
ENSG00000257379,ENSG00000257379,0,0,0,0,0,0,1,0,1,0
ENSG00000197111,PCBP2,1812,1672,3169,1112,1643,1765,2542,1795,2230,1933
ENSG00000282977,PCBP2-OT1,23,17,22,25,29,26,25,19,19,23
ENSG00000273658,ENSG00000273658,0,0,0,0,0,0,0,0,0,0
ENSG00000139625,MAP3K12,471,449,522,384,614,528,764,676,658,616
ENSG00000270175,ENSG00000270175,5,11,14,9,10,3,23,14,13,11
ENSG00000139546,TARBP2,67,50,78,46,89,80,133,130,140,114
ENSG00000267281,ATF7-NPFF,16,19,9,17,11,16,14,11,18,18
ENSG00000139574,NPFF,0,0,0,0,0,0,0,0,0,0
ENSG00000170653,ATF7,1016,920,1159,773,826,847,1429,1048,928,968
ENSG00000257550,ENSG00000257550,4,5,1,9,1,3,8,10,2,2
ENSG00000275488,ENSG00000275488,1,0,0,0,0,0,0,2,0,0
ENSG00000135390,ATP5MC2,550,442,1052,336,516,642,967,695,928,593
ENSG00000213470,RPL31P51,1,0,0,0,0,0,0,0,0,0
ENSG00000012822,CALCOCO1,1168,924,2338,921,978,1049,1633,1211,913,1002
ENSG00000260492,CISTR,1,0,0,0,1,0,0,0,0,1
ENSG00000260030,,0,0,0,0,0,0,0,0,0,0
ENSG00000253053,RN7SKP289,0,0,0,0,0,0,0,0,0,0
ENSG00000249641,HOXC13-AS,0,0,0,0,0,2,0,0,0,0
ENSG00000123364,HOXC13,0,0,0,0,1,3,0,0,2,0
ENSG00000123407,HOXC12,1,0,0,0,0,7,0,0,1,0
ENSG00000228630,HOTAIR,10,3,5,4,1,56,48,14,20,2
ENSG00000275589,ENSG00000275589,0,0,0,0,0,0,0,0,0,0
ENSG00000277994,ENSG00000277994,1,0,0,0,0,0,0,2,0,0
ENSG00000274817,ENSG00000274817,0,0,0,0,0,8,3,1,0,0
ENSG00000277129,ENSG00000277129,0,0,0,1,0,3,0,2,1,0
ENSG00000123388,HOXC11,5,2,0,1,1,12,4,3,13,0
ENSG00000251151,HOXC-AS3,0,0,1,0,0,0,0,1,0,0
ENSG00000180818,HOXC10,5,27,10,7,3,12,17,7,3,1
ENSG00000273049,ENSG00000273049,0,0,0,0,0,0,0,0,0,0
ENSG00000197757,HOXC6,37,13,62,52,18,28,39,9,17,1
ENSG00000207924,MIR196A2,0,0,0,0,0,0,0,0,0,0
ENSG00000250133,HOXC-AS2,1,0,4,0,0,0,0,0,0,0
ENSG00000180806,HOXC9,3,9,13,7,3,14,3,2,16,0
ENSG00000250451,HOXC-AS1,0,0,6,0,1,1,1,0,1,0
ENSG00000037965,HOXC8,8,3,5,2,1,3,7,2,0,0
ENSG00000198353,HOXC4,39,21,84,50,6,30,32,10,8,4
ENSG00000273046,ENSG00000273046,0,0,0,0,0,0,0,0,0,0
ENSG00000260597,ENSG00000260597,11,8,19,33,10,14,9,3,5,1
ENSG00000172789,HOXC5,2,3,2,3,0,1,2,0,2,0
ENSG00000207571,MIR615,0,0,0,3,1,0,0,0,0,0
ENSG00000248265,,0,1,1,0,1,2,4,1,2,0
ENSG00000250654,ENSG00000250654,1,1,1,0,0,0,2,1,1,1
ENSG00000249388,FLJ12825,0,0,0,1,0,0,0,0,0,0
ENSG00000250432,FAM242C,0,0,0,0,0,0,1,0,0,0
ENSG00000202146,Y_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000123415,SMUG1,81,98,92,79,99,92,162,119,149,124
ENSG00000250742,LINC02381,37,22,32,18,9,16,31,10,17,12
ENSG00000283073,,4,4,0,1,1,2,0,4,0,1
ENSG00000260470,,3,10,4,4,2,3,3,4,4,5
ENSG00000257534,ENSG00000257534,1,5,3,3,3,1,2,2,2,2
ENSG00000248576,ENSG00000248576,0,0,2,0,0,3,1,2,2,0
ENSG00000094916,CBX5,1672,1625,2421,930,1551,1512,2345,2607,2183,2429
ENSG00000283803,MIR3198-2,0,0,0,0,0,0,0,0,0,0
ENSG00000241785,RN7SL390P,1,2,2,0,3,0,6,2,3,3
ENSG00000257596,SCAT2,0,0,1,0,0,0,0,0,0,0
ENSG00000258344,ENSG00000258344,0,3,1,2,1,0,0,1,0,3
ENSG00000135486,HNRNPA1,2639,2690,3648,1454,2695,4247,4401,3180,4008,4213
ENSG00000123405,NFE2,2,0,0,0,1,1,2,1,1,2
ENSG00000111481,COPZ1,534,733,727,378,594,732,797,762,1142,833
ENSG00000207381,RNU6-950P,0,0,0,0,0,0,0,0,0,0
ENSG00000199122,MIR148B,2,3,1,0,2,2,0,3,0,4
ENSG00000264028,RN7SL744P,1,0,0,0,0,1,0,2,2,3
ENSG00000258137,,8,95,9,7,22,22,11,4,14,17
ENSG00000258086,GPR84-AS1,2,23,2,8,4,2,1,4,6,7
ENSG00000139572,GPR84,1,3,4,1,2,2,1,4,18,3
ENSG00000161642,ZNF385A,157,76,165,88,113,130,118,221,208,193
ENSG00000161638,ITGA5,3984,11055,3962,4443,4017,2807,2873,2689,4623,4088
ENSG00000257477,,1,13,3,5,10,6,3,3,2,5
ENSG00000170627,GTSF1,1,1,0,0,0,0,1,3,3,2
ENSG00000123338,NCKAP1L,220,1186,117,104,284,296,203,333,548,352
ENSG00000257824,ENSG00000257824,0,0,0,0,0,0,0,0,0,0
ENSG00000123360,PDE1B,79,173,103,110,44,55,124,116,67,75
ENSG00000135447,PPP1R1A,6,23,14,9,56,59,8,1,30,25
ENSG00000257780,GLYCAM1,0,0,0,0,0,0,0,0,0,0
ENSG00000135413,LACRT,0,0,0,0,0,0,0,0,0,0
ENSG00000161634,DCD,0,0,0,0,0,0,0,0,0,0
ENSG00000257634,ENSG00000257634,0,0,0,0,0,0,0,0,0,0
ENSG00000270858,VDAC1P5,0,0,0,0,0,0,0,0,0,0
ENSG00000172551,MUCL1,0,0,0,0,0,1,0,0,0,0
ENSG00000135426,TESPA1,24,9,30,16,9,15,39,60,50,26
ENSG00000257870,ENSG00000257870,0,0,0,0,0,0,0,0,0,0
ENSG00000123307,NEUROD4,0,0,0,0,0,0,0,0,0,0
ENSG00000196534,OR9K1P,0,0,0,0,0,0,0,0,0,0
ENSG00000257350,ENSG00000257350,1,0,0,0,0,0,0,0,0,0
ENSG00000170605,OR9K2,0,0,0,0,0,0,0,0,0,0
ENSG00000224622,OR9R1P,0,0,0,0,0,0,0,0,0,0
ENSG00000227423,OR10U1P,0,0,0,0,0,0,0,0,0,0
ENSG00000179919,OR10A7,0,0,0,0,0,0,0,0,0,0
ENSG00000197706,OR6C74,0,0,0,0,0,0,0,0,0,0
ENSG00000213451,OR6C69P,0,0,0,0,0,0,0,0,0,0
ENSG00000205331,OR6C72P,0,0,0,0,0,0,0,0,0,0
ENSG00000188324,OR6C6,0,1,0,0,0,0,0,0,0,0
ENSG00000230307,OR6C5P,0,0,0,0,0,0,0,0,0,0
ENSG00000205330,OR6C1,0,0,0,0,0,0,0,0,0,0
ENSG00000205329,OR6C3,0,0,0,0,0,0,0,0,0,0
ENSG00000257757,OR6C7P,0,0,0,0,0,0,0,0,0,0
ENSG00000187857,OR6C75,0,0,0,0,0,0,0,0,0,0
ENSG00000203408,OR6C71P,0,0,0,0,0,0,0,0,0,0
ENSG00000233606,OR6C66P,0,0,0,0,0,0,0,0,0,0
ENSG00000257414,OR6C73P,0,0,0,0,0,0,0,0,0,0
ENSG00000205328,OR6C65,0,0,0,0,0,0,0,0,0,0
ENSG00000179899,PHC1P1,28,29,45,23,42,39,41,26,51,22
ENSG00000185821,OR6C76,0,0,0,0,0,0,0,0,0,0
ENSG00000258763,ENSG00000258763,0,0,0,0,1,0,0,0,0,0
ENSG00000179695,OR6C2,0,0,0,0,0,0,0,0,0,0
ENSG00000184954,OR6C70,0,0,0,0,0,0,0,0,0,0
ENSG00000205327,OR6C68,0,0,0,0,0,0,0,0,0,0
ENSG00000234670,OR6C64P,0,0,0,0,0,0,0,0,0,0
ENSG00000179626,OR6C4,0,0,0,0,0,0,0,0,0,0
ENSG00000179615,OR2AP1,0,0,0,0,0,0,0,0,0,0
ENSG00000272937,OR6U2P,0,0,0,0,0,0,0,0,0,0
ENSG00000175398,OR10P1,0,0,0,0,0,0,0,0,0,0
ENSG00000258921,,0,0,0,0,0,0,0,0,1,1
ENSG00000272837,OR10AE3P,0,0,0,0,0,0,0,0,0,0
ENSG00000258907,PSMB3P1,0,0,0,2,0,0,0,0,0,0
ENSG00000270458,ENSG00000270458,0,0,0,0,0,0,0,0,0,0
ENSG00000170439,TMT1B,0,3,1,2,6,1,1,1,11,4
ENSG00000135424,ITGA7,2003,1836,1141,1820,1456,787,1577,1210,800,833
ENSG00000258311,ENSG00000258311,25,26,15,31,24,24,21,30,14,22
ENSG00000135441,BLOC1S1,115,140,137,110,104,96,185,127,165,96
ENSG00000135437,RDH5,34,52,25,45,26,34,29,35,18,22
ENSG00000135404,CD63,2774,2536,2904,1780,1485,1563,3446,2886,3456,2212
ENSG00000258056,CD63-AS1,43,28,55,34,39,32,67,47,40,40
ENSG00000258045,Metazoa_SRP,0,0,0,1,0,0,0,0,0,0
ENSG00000257384,ENSG00000257384,1,0,0,0,0,0,0,0,0,0
ENSG00000135414,GDF11,208,219,180,126,248,242,223,248,351,256
ENSG00000205323,SARNP,68,65,89,67,66,60,91,69,55,91
ENSG00000257390,ENSG00000257390,3,4,5,5,4,3,4,4,4,7
ENSG00000257509,ENSG00000257509,12,19,18,6,12,17,20,21,15,25
ENSG00000123353,ORMDL2,80,76,103,69,83,65,109,109,122,81
ENSG00000135392,DNAJC14,219,183,306,140,182,173,299,276,297,223
ENSG00000182796,TMEM198B,266,298,358,271,274,276,412,258,282,229
ENSG00000123342,MMP19,421,364,611,542,141,102,457,441,291,183
ENSG00000257966,OLA1P3,0,0,0,0,1,0,0,1,0,0
ENSG00000257569,GSTP1P1,0,0,0,0,0,0,0,0,0,0
ENSG00000170473,PYM1,101,85,155,52,74,72,135,128,151,115
ENSG00000065357,DGKA,274,367,299,304,242,199,298,344,239,277
ENSG00000273973,ENSG00000273973,2,4,2,1,3,1,3,3,2,0
ENSG00000185664,PMEL,6,6,75,10,48,33,144,276,160,23
ENSG00000123374,CDK2,204,206,249,164,198,173,296,265,269,264
ENSG00000258554,ENSG00000258554,1,1,0,2,0,0,4,2,0,2
ENSG00000111540,RAB5B,1693,1670,2453,1162,1550,1518,2693,1944,2096,1943
ENSG00000237493,ENSG00000237493,3,7,9,7,3,10,10,10,19,13
ENSG00000139531,SUOX,185,158,269,160,225,188,284,238,302,217
ENSG00000123411,IKZF4,140,157,159,134,159,144,218,190,186,179
ENSG00000273890,,1,1,0,0,2,0,0,2,3,2
ENSG00000257449,ENSG00000257449,0,0,0,0,0,0,0,1,2,0
ENSG00000197728,RPS26,369,378,177,203,333,694,1138,770,246,793
ENSG00000065361,ERBB3,38,2,18,42,2,15,10,5,9,4
ENSG00000257411,ENSG00000257411,0,0,0,0,0,0,0,0,0,0
ENSG00000170515,PA2G4,525,396,859,330,500,482,649,532,616,539
ENSG00000257553,ENSG00000257553,2,7,4,5,1,2,1,5,3,1
ENSG00000229117,RPL41,965,861,1490,436,778,1084,1687,1235,1593,1061
ENSG00000135482,ZC3H10,137,120,185,98,118,130,161,155,155,142
ENSG00000139641,ESYT1,1666,1594,2095,2063,1275,948,2500,1912,1499,1683
ENSG00000258345,,1,1,0,1,0,0,3,4,0,2
ENSG00000258317,ENSG00000258317,3,7,2,9,4,3,9,7,8,2
ENSG00000257809,MYL6B-AS1,5,0,1,4,2,4,3,0,3,2
ENSG00000196465,MYL6B,104,133,202,79,172,228,245,178,267,184
ENSG00000092841,MYL6,8779,11807,6446,5787,7120,7193,12632,8006,8922,8905
ENSG00000258199,ENSG00000258199,58,57,79,47,35,53,100,70,71,56
ENSG00000139613,SMARCC2,1544,1267,2306,1327,1368,1419,2490,1788,1608,1425
ENSG00000181852,RNF41,460,308,683,374,291,243,676,477,445,378
ENSG00000139579,NABP2,144,152,238,115,175,168,246,200,283,216
ENSG00000139540,SLC39A5,1,1,1,5,0,4,2,3,2,3
ENSG00000139645,ANKRD52,771,976,859,876,967,812,963,996,1051,1268
ENSG00000135469,COQ10A,65,70,81,44,57,67,96,64,94,74
ENSG00000258260,ENSG00000258260,0,0,1,0,0,0,0,0,0,0
ENSG00000062485,CS,843,824,1154,597,738,844,1211,988,995,957
ENSG00000144785,ENSG00000144785,0,0,0,0,0,0,0,0,1,0
ENSG00000257303,CNPY2-AS1,9,15,10,11,9,10,9,8,15,12
